Order,PID,MS_SubClass,Lot_Frontage,Lot_Area,Lot_Shape,Land_Contour,Lot_Config,Neighborhood,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Exterior_1st,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,Bsmt_Unf_SF,Total_Bsmt_SF,Central_Air,Electrical,SF_1st_Flr,SF_2nd_Flr,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Ssn3_Porch,Screen_Porch,Fence,Misc_Val,Mo_Sold,Yr_Sold,SaleCondition,SalePrice
72,528480090,20,84,10440,Reg,Lvl,Corner,Somerst,1Fam,1Story,6,5,2005,2005,Gable,VinylSd,Gd,TA,PConc,Ex,TA,No,GLQ,1414,54,1468,Y,SBrkr,1468,0,1468,1,0,2,0,2,Gd,6,1,Gd,Attchd,2005,Fin,2,528,TA,TA,0,102,0,0,216,NA,0,5,2010,Normal,271500
73,531367050,60,76,10142,IR1,Lvl,Inside,SawyerW,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,656,300,956,Y,SBrkr,956,1128,2084,1,0,2,1,4,Gd,8,0,NA,BuiltIn,2004,RFn,2,618,TA,TA,0,45,0,0,0,NA,0,1,2010,Normal,233000
74,531369060,60,70,11920,Reg,Lvl,Inside,SawyerW,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,Unf,0,831,831,Y,SBrkr,831,828,1659,0,0,2,1,3,Gd,8,0,NA,Attchd,2004,RFn,2,484,TA,TA,144,68,0,0,0,NA,0,4,2010,Normal,181000
75,531380080,60,,8880,IR1,Lvl,Inside,SawyerW,1Fam,2Story,7,5,1994,2002,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,695,253,948,Y,SBrkr,1222,888,2110,1,0,2,1,3,Gd,8,2,Fa,Attchd,1994,RFn,2,463,TA,TA,0,130,0,0,0,NA,0,5,2010,Normal,205000
76,531451110,120,50,8012,Reg,Lvl,Inside,SawyerW,TwnhsE,1Story,6,5,1980,1980,Gable,Plywood,TA,TA,CBlock,Gd,TA,No,BLQ,543,261,923,Y,SBrkr,923,0,923,0,0,2,0,2,TA,5,1,TA,Attchd,1980,RFn,1,264,TA,TA,80,0,0,0,0,NA,0,5,2010,Normal,143000
77,531451280,60,70,11218,Reg,Lvl,Inside,SawyerW,1Fam,2Story,6,5,1992,1992,Gable,Wd Sdng,Gd,TA,PConc,Gd,TA,No,Unf,0,1055,1055,Y,SBrkr,1055,790,1845,0,0,2,1,3,Gd,8,1,TA,Attchd,1992,RFn,2,462,TA,TA,635,104,0,0,0,GdPrv,400,5,2010,Normal,189000
78,531452020,120,55,7892,Reg,Lvl,Inside,SawyerW,TwnhsE,1Story,6,5,1979,1979,Gable,Plywood,TA,TA,CBlock,Gd,TA,No,Unf,0,918,918,Y,SBrkr,918,0,918,0,0,2,0,2,TA,5,1,TA,Attchd,1979,Unf,1,264,TA,TA,28,0,0,0,0,NA,0,4,2010,Normal,99500
79,531452050,120,50,7175,Reg,Lvl,Inside,SawyerW,TwnhsE,1Story,6,5,1984,1984,Gable,Plywood,TA,TA,CBlock,Gd,TA,No,ALQ,623,0,744,Y,SBrkr,752,0,752,1,0,1,0,2,TA,4,0,NA,Attchd,1984,Unf,1,264,TA,TA,353,0,0,0,90,MnPrv,0,2,2010,Normal,125000
80,531452180,60,,9453,IR1,Lvl,CulDSac,SawyerW,1Fam,2Story,7,7,1993,2003,Gable,HdBoard,Gd,TA,PConc,Gd,TA,No,BLQ,402,594,996,Y,SBrkr,1014,730,1744,0,0,2,1,3,Gd,7,0,NA,Attchd,1993,RFn,2,457,TA,TA,370,70,0,238,0,NA,0,2,2010,Normal,194500
81,531453010,20,81,9672,Reg,Lvl,Corner,SawyerW,1Fam,1Story,6,5,1984,1985,Hip,HdBoard,TA,TA,PConc,Gd,TA,No,GLQ,338,702,1040,Y,SBrkr,1097,0,1097,0,0,2,0,3,TA,6,0,NA,Attchd,1986,Unf,2,480,TA,TA,0,0,0,0,0,GdPrv,0,5,2010,Normal,152000
82,531453040,60,70,8400,Reg,Lvl,Inside,SawyerW,1Fam,2Story,6,6,1980,1981,Gable,HdBoard,TA,TA,CBlock,Gd,TA,No,Unf,0,650,650,Y,SBrkr,888,676,1564,0,0,2,1,3,TA,7,1,TA,Attchd,1980,Unf,2,476,TA,TA,0,50,0,0,204,MnPrv,0,4,2010,Normal,171000
83,531477050,30,70,9800,Reg,Lvl,Corner,SawyerW,1Fam,1Story,5,5,1920,1950,Gable,Wd Sdng,TA,Fa,BrkTil,TA,TA,No,Unf,0,816,816,N,FuseA,1012,0,1012,0,0,1,0,2,TA,5,0,NA,Detchd,1920,Unf,1,429,TA,TA,121,0,80,0,0,NA,0,4,2010,Normal,67500
84,532351140,90,68,8930,Reg,Lvl,Inside,Sawyer,Duplex,1.5Fin,6,5,1978,1978,Gable,VinylSd,TA,TA,Slab,NA,NA,NA,NA,0,0,0,Y,SBrkr,1318,584,1902,0,0,2,0,4,TA,8,0,NA,Attchd,1978,Unf,2,539,TA,TA,0,0,0,0,0,NA,0,4,2010,Normal,112000
85,532354090,85,88,11782,IR1,Lvl,Inside,Sawyer,1Fam,SFoyer,5,7,1961,1995,Gable,HdBoard,TA,TA,CBlock,TA,TA,Av,ALQ,899,210,1109,Y,SBrkr,1155,0,1155,1,0,1,0,3,Gd,6,0,NA,Detchd,1987,Unf,2,576,TA,TA,192,0,0,0,0,MnPrv,400,6,2010,Normal,148000
86,532376160,20,65,8450,Reg,Lvl,Inside,Sawyer,1Fam,1Story,5,8,1965,2009,Gable,MetalSd,TA,Gd,CBlock,TA,TA,No,GLQ,553,224,894,Y,SBrkr,894,0,894,1,0,1,0,3,TA,5,1,Gd,Detchd,1973,Unf,1,336,TA,TA,416,144,0,0,0,MnPrv,0,4,2010,Normal,138500
87,532377060,20,,9819,IR1,Lvl,Inside,Sawyer,1Fam,1Story,5,5,1967,1967,Gable,MetalSd,TA,Gd,CBlock,TA,TA,No,BLQ,450,432,882,Y,SBrkr,900,0,900,0,0,1,0,3,TA,5,0,NA,Detchd,1970,Unf,1,280,TA,TA,0,0,0,0,0,MnPrv,0,2,2010,Normal,122000
88,532377100,20,75,7500,Reg,Lvl,Corner,Sawyer,1Fam,1Story,5,5,1963,1963,Gable,HdBoard,TA,TA,CBlock,TA,TA,No,ALQ,824,216,1040,Y,SBrkr,1040,0,1040,1,0,1,1,3,TA,5,0,NA,Attchd,1963,Fin,1,308,TA,TA,0,0,220,0,0,MnPrv,0,6,2010,Normal,133000
89,532378110,20,,6897,IR1,Lvl,Corner,Sawyer,1Fam,1Story,5,8,1962,2010,Gable,HdBoard,TA,Gd,CBlock,TA,TA,No,ALQ,659,381,1040,Y,SBrkr,1040,0,1040,1,0,1,1,3,TA,6,0,NA,Detchd,1962,Unf,1,260,TA,TA,0,104,0,0,0,NA,0,4,2010,Normal,127000
90,532479070,20,39,15410,IR1,Lvl,CulDSac,Sawyer,1Fam,1Story,6,6,1974,2002,Hip,Plywood,TA,Gd,CBlock,TA,TA,Gd,BLQ,126,223,1208,Y,SBrkr,1494,0,1494,1,0,2,0,3,TA,7,2,Fa,Attchd,1974,Fin,2,461,TA,TA,296,0,186,0,0,GdPrv,0,4,2010,Abnorml,169000
91,533130020,60,107,10186,IR1,Lvl,Inside,NoRidge,1Fam,2Story,7,5,1992,1992,Gable,HdBoard,Gd,TA,PConc,Gd,TA,No,GLQ,674,76,750,Y,SBrkr,1061,862,1923,1,0,2,1,3,Gd,8,1,TA,Attchd,1992,RFn,2,564,TA,TA,240,39,0,0,0,NA,0,6,2010,Normal,190000
92,533130130,60,85,13143,IR1,Lvl,Inside,NoRidge,1Fam,2Story,8,5,1993,1993,Gable,HdBoard,Gd,TA,PConc,Gd,TA,No,LwQ,250,0,1231,Y,SBrkr,1251,1098,2349,1,0,2,1,4,Gd,9,1,TA,Attchd,1993,RFn,3,762,TA,TA,32,130,0,0,0,NA,0,6,2010,Normal,362500
93,533130160,60,88,11134,Reg,Lvl,Inside,NoRidge,1Fam,2Story,8,5,1992,1993,Gable,HdBoard,Gd,TA,PConc,Gd,TA,No,GLQ,1129,261,1390,Y,SBrkr,1402,823,2225,1,0,2,1,4,Gd,7,1,TA,Attchd,1992,RFn,3,713,TA,TA,198,30,0,0,0,NA,0,6,2010,Normal,285000
94,533205060,120,25,4835,IR1,Lvl,CulDSac,Somerst,TwnhsE,1Story,7,5,2004,2005,Gable,MetalSd,Gd,TA,PConc,Ex,TA,Av,GLQ,1298,190,1488,Y,SBrkr,1488,0,1488,1,0,2,0,2,Gd,6,1,Gd,Attchd,2004,Fin,2,506,TA,TA,168,50,0,0,0,NA,0,3,2010,Normal,260000
95,533208090,160,39,3515,Reg,Lvl,Inside,Somerst,TwnhsE,2Story,7,5,2004,2004,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,840,840,Y,SBrkr,840,840,1680,0,0,2,1,2,Gd,3,0,NA,Attchd,2004,RFn,2,588,TA,TA,0,111,0,0,0,NA,0,1,2010,Normal,190000
96,533210060,160,30,3215,Reg,Lvl,Inside,Somerst,TwnhsE,2Story,7,5,2004,2004,Gable,MetalSd,Gd,TA,PConc,Gd,TA,Av,GLQ,280,320,600,Y,SBrkr,600,600,1200,0,0,2,1,2,Gd,4,0,NA,Detchd,2004,RFn,2,480,TA,TA,0,172,0,0,0,NA,0,4,2010,Normal,155000
97,533212010,160,30,3182,Reg,Lvl,Inside,Somerst,TwnhsE,2Story,7,5,2004,2005,Gable,MetalSd,Gd,TA,PConc,Gd,TA,No,Unf,0,600,600,Y,SBrkr,600,600,1200,0,0,2,1,2,Gd,4,0,NA,Detchd,2004,RFn,2,480,TA,TA,0,172,0,0,0,NA,0,6,2010,Normal,151000
98,533212020,160,24,2544,Reg,Lvl,Inside,Somerst,Twnhs,2Story,7,5,2004,2005,Gable,MetalSd,Gd,TA,PConc,Gd,TA,No,GLQ,368,190,600,Y,SBrkr,600,600,1200,1,0,2,1,2,Gd,4,0,NA,Detchd,2004,RFn,2,480,TA,TA,0,172,0,0,0,NA,0,2,2010,Normal,149500
99,533212060,160,24,2544,Reg,Lvl,Inside,Somerst,Twnhs,2Story,6,5,2005,2005,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,376,224,600,Y,SBrkr,600,636,1236,1,0,2,1,2,Gd,4,0,NA,Detchd,2005,RFn,2,480,TA,TA,0,166,0,0,0,NA,0,5,2010,Normal,152000
100,533213030,20,,4403,IR2,Lvl,Inside,Somerst,1Fam,1Story,7,5,2009,2009,Gable,MetalSd,Ex,TA,PConc,Ex,TA,Av,GLQ,578,892,1470,Y,SBrkr,1478,0,1478,1,0,2,1,2,Gd,7,1,Gd,Attchd,2009,Fin,2,484,TA,TA,0,144,0,0,0,NA,0,6,2010,Partial,222000
101,533221090,160,,2117,Reg,Lvl,Inside,Somerst,Twnhs,2Story,6,5,2000,2000,Gable,MetalSd,Gd,TA,PConc,Gd,TA,No,GLQ,378,378,756,Y,SBrkr,769,804,1573,0,0,2,1,3,Gd,5,0,NA,Detchd,2000,Unf,2,440,TA,TA,0,32,0,0,0,NA,0,6,2010,Normal,177500
102,533221110,160,,2980,Reg,Lvl,Corner,Somerst,TwnhsE,2Story,6,5,2000,2000,Gable,MetalSd,Gd,TA,PConc,Gd,TA,No,GLQ,466,290,756,Y,SBrkr,756,756,1512,1,0,2,1,2,Gd,5,0,NA,Detchd,2000,Unf,2,440,TA,TA,0,32,0,0,0,NA,0,5,2010,Normal,177000
103,533223020,160,24,2572,Reg,Lvl,FR2,Somerst,Twnhs,2Story,7,5,1999,1999,Hip,MetalSd,Gd,TA,PConc,Gd,TA,No,ALQ,604,92,696,Y,SBrkr,696,720,1416,1,0,2,1,3,Gd,6,0,NA,Detchd,1999,Unf,2,484,TA,TA,0,44,0,0,0,NA,0,5,2010,Normal,155000
104,533223100,160,,2403,IR1,Lvl,FR2,Somerst,TwnhsE,2Story,7,5,2003,2003,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,244,286,530,Y,SBrkr,530,550,1080,0,0,2,1,2,Gd,4,0,NA,Attchd,2003,RFn,2,496,TA,TA,0,50,0,0,0,NA,0,6,2010,Normal,147110
105,533238045,20,57,12853,IR1,Lvl,Inside,Somerst,1Fam,1Story,8,5,2010,2010,Gable,CemntBd,Gd,TA,PConc,Ex,Po,No,GLQ,1032,610,1642,Y,SBrkr,1418,0,1418,1,0,1,1,1,Gd,6,1,Gd,Attchd,2010,RFn,3,852,TA,TA,160,192,0,224,0,NA,0,4,2010,Partial,267916
106,533244030,60,68,7379,IR1,Lvl,Inside,Somerst,1Fam,2Story,8,5,2000,2000,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,484,491,975,Y,SBrkr,975,873,1848,1,0,2,1,3,Gd,7,1,TA,Attchd,2000,RFn,2,592,TA,TA,280,184,0,0,0,NA,0,4,2010,Normal,254000
107,533253060,120,30,4420,IR1,Lvl,CulDSac,Greens,TwnhsE,1Story,8,5,1980,1980,Gable,Wd Sdng,Gd,TA,CBlock,Gd,TA,Gd,GLQ,728,0,728,Y,SBrkr,788,0,788,1,0,1,0,1,Gd,3,1,TA,Detchd,1980,Fin,2,484,TA,TA,133,42,0,0,0,NA,0,6,2010,Normal,155000
108,533253210,120,40,3880,IR1,Lvl,Inside,Greens,Twnhs,1Story,8,6,1978,1978,Gable,Wd Sdng,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1052,174,1226,Y,SBrkr,1226,0,1226,1,0,1,0,1,Gd,4,1,TA,Attchd,1978,Fin,2,484,TA,TA,223,78,0,0,0,NA,0,1,2010,Normal,206000
109,533352170,60,,13517,IR1,Lvl,CulDSac,Sawyer,1Fam,2Story,6,8,1976,2005,Gable,HdBoard,Gd,TA,CBlock,TA,TA,No,GLQ,533,192,725,Y,SBrkr,725,754,1479,0,0,2,1,3,Gd,6,0,NA,Attchd,1976,RFn,2,475,TA,TA,0,44,0,0,0,NA,0,3,2010,Normal,130500
110,534102025,20,80,8000,Reg,Lvl,Inside,Somerst,1Fam,1Story,7,5,2002,2002,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,833,659,1492,Y,SBrkr,1492,0,1492,1,0,2,0,3,Gd,6,1,Gd,Attchd,2002,RFn,2,596,TA,TA,277,137,0,0,0,NA,0,4,2010,Normal,230000
111,534129040,20,,10456,IR1,Lvl,Inside,NWAmes,1Fam,1Story,6,6,1967,1967,Hip,HdBoard,TA,TA,CBlock,TA,TA,No,GLQ,506,1323,1829,Y,SBrkr,1829,0,1829,1,0,2,0,4,TA,8,0,NA,Attchd,1967,RFn,2,535,TA,TA,0,76,0,0,0,NA,0,5,2010,Normal,218500
112,534151175,60,80,10791,Reg,Lvl,Inside,NWAmes,1Fam,2Story,6,5,1993,1993,Gable,MetalSd,TA,TA,PConc,Gd,TA,Mn,GLQ,1137,143,1280,Y,SBrkr,1280,1215,2495,1,0,2,1,4,Gd,9,1,TA,Attchd,1993,Unf,2,660,TA,TA,224,32,0,0,0,NA,0,3,2010,Normal,243500
113,534152050,20,,10603,IR1,Lvl,Inside,NWAmes,1Fam,1Story,6,7,1977,2001,Gable,Plywood,TA,TA,PConc,TA,TA,Mn,ALQ,1200,410,1610,Y,SBrkr,1610,0,1610,1,0,2,0,3,Gd,6,2,TA,Attchd,1977,RFn,2,480,TA,TA,168,68,0,0,0,NA,0,2,2010,Normal,205000
114,534152070,50,,18837,IR1,Lvl,Inside,NWAmes,1Fam,1.5Fin,6,5,1978,1978,Gable,MetalSd,TA,TA,PConc,Gd,TA,Mn,ALQ,687,491,1224,Y,SBrkr,1287,604,1891,0,1,3,0,3,TA,7,1,TA,Attchd,1978,RFn,2,678,TA,TA,0,69,0,0,0,NA,0,4,2010,Normal,212500
115,534152100,60,80,10421,Reg,Lvl,Inside,NWAmes,1Fam,2Story,7,5,1988,1988,Gable,HdBoard,TA,TA,CBlock,Gd,TA,No,GLQ,394,586,980,Y,SBrkr,980,734,1714,0,0,2,1,3,TA,7,1,TA,Attchd,1988,Unf,2,496,TA,TA,228,66,156,0,0,MnPrv,500,3,2010,Normal,196500
116,534176060,20,78,9360,Reg,Lvl,Inside,NWAmes,1Fam,1Story,6,7,1972,2006,Hip,Plywood,TA,TA,CBlock,TA,TA,No,ALQ,982,179,1161,Y,SBrkr,1381,0,1381,1,0,1,1,3,Gd,5,1,TA,Attchd,1972,RFn,2,676,TA,TA,0,0,0,0,0,NA,0,3,2010,Normal,197500
117,534176230,60,80,9600,Reg,Lvl,Inside,NWAmes,1Fam,2Story,6,6,1971,1971,Gable,MetalSd,TA,TA,CBlock,TA,TA,No,ALQ,329,386,715,Y,SBrkr,930,715,1645,0,0,1,2,4,TA,7,0,NA,Attchd,1971,RFn,2,441,TA,TA,0,78,0,0,0,GdWo,0,6,2010,Normal,171000
118,534202160,20,80,9600,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1966,1966,Hip,VinylSd,TA,TA,CBlock,TA,TA,No,Rec,698,534,1232,Y,SBrkr,1232,0,1232,1,0,1,1,3,TA,6,0,NA,Attchd,1966,RFn,2,490,TA,TA,0,224,0,0,0,NA,0,4,2010,Normal,142250
119,534251320,20,,9790,Reg,Lvl,Inside,NWAmes,1Fam,1Story,6,5,1963,1963,Hip,HdBoard,TA,TA,CBlock,TA,TA,No,ALQ,569,678,1328,Y,SBrkr,1328,0,1328,1,0,1,1,3,TA,6,2,Gd,Attchd,1963,Unf,2,528,TA,TA,0,26,0,0,0,NA,0,6,2010,Normal,143000
120,534276360,20,77,9320,IR1,Lvl,Inside,NAmes,1Fam,1Story,4,5,1959,1959,Gable,Plywood,TA,TA,CBlock,TA,TA,No,ALQ,569,381,950,Y,SBrkr,1225,0,1225,1,0,1,1,3,TA,6,0,NA,NA,,NA,0,0,NA,NA,352,0,0,0,0,NA,400,1,2010,Normal,128950
121,534401110,20,90,9900,Reg,Lvl,Corner,NAmes,1Fam,1Story,5,5,1966,1966,Hip,HdBoard,TA,TA,PConc,Gd,TA,No,BLQ,1059,150,1209,Y,SBrkr,1209,0,1209,1,0,1,0,3,TA,6,0,NA,Attchd,1966,RFn,2,504,TA,TA,0,0,120,0,0,NA,0,4,2010,Normal,159000
122,534401140,20,88,9680,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,6,1967,1967,Gable,Wd Sdng,TA,TA,CBlock,TA,TA,No,BLQ,1010,500,1510,Y,SBrkr,1510,0,1510,1,0,2,0,3,Gd,6,0,NA,Attchd,1967,RFn,2,517,TA,TA,0,40,0,0,204,GdPrv,0,4,2010,Normal,178900
123,534403360,80,,10600,IR1,Lvl,Inside,NAmes,1Fam,SLvl,6,5,1964,1964,Gable,HdBoard,TA,TA,CBlock,TA,TA,No,Unf,0,533,533,Y,SBrkr,1131,644,1775,0,0,2,0,3,TA,8,0,NA,Attchd,1964,Unf,2,480,TA,TA,0,172,0,0,0,NA,0,5,2010,Family,136300
124,534403410,80,,14112,IR1,Lvl,Corner,NAmes,1Fam,SLvl,5,7,1964,1964,Hip,Wd Sdng,TA,TA,PConc,TA,TA,Av,GLQ,1014,138,1152,Y,SBrkr,1152,0,1152,1,0,1,0,3,TA,6,1,Gd,Attchd,1964,RFn,2,484,TA,TA,227,0,0,0,0,NA,0,4,2010,Normal,180500
125,534425310,85,80,8800,Reg,Lvl,Inside,NAmes,1Fam,SFoyer,6,7,1963,1963,Gable,MetalSd,TA,Gd,PConc,TA,TA,Gd,GLQ,763,173,936,Y,SBrkr,1054,0,1054,1,0,1,0,3,Gd,6,0,NA,Attchd,1963,RFn,2,480,TA,TA,120,0,0,0,0,MnPrv,0,5,2010,Abnorml,137500
126,534427010,90,98,13260,IR1,Lvl,Inside,NAmes,Duplex,1Story,5,6,1962,2001,Hip,HdBoard,TA,TA,CBlock,TA,TA,No,BLQ,1500,228,1728,Y,SBrkr,1728,0,1728,2,0,2,0,6,TA,10,0,NA,NA,,NA,0,0,NA,NA,0,0,0,0,0,NA,0,1,2010,Abnorml,84900
127,534430080,20,68,9717,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,6,1950,1996,Hip,MetalSd,TA,TA,CBlock,TA,TA,Mn,GLQ,49,0,1078,Y,FuseA,1078,0,1078,1,0,1,0,2,Gd,5,0,NA,Attchd,1950,Unf,1,240,TA,TA,366,0,112,0,0,NA,0,4,2010,Normal,142125
128,534431050,50,68,9724,Reg,Lvl,Inside,NAmes,1Fam,1.5Fin,5,7,1952,2002,Gable,MetalSd,Gd,TA,CBlock,TA,TA,No,LwQ,670,470,1140,Y,SBrkr,1929,532,2461,0,0,2,0,3,TA,7,2,Gd,Detchd,1994,Unf,2,400,TA,TA,0,0,0,0,0,GdWo,0,3,2010,Normal,197600
129,534431070,50,120,17360,Reg,Lvl,Corner,NAmes,1Fam,1.5Fin,6,6,1949,1950,Gable,MetalSd,TA,Gd,CBlock,TA,TA,No,Rec,300,482,782,Y,SBrkr,1019,537,1556,0,0,2,0,3,TA,6,1,Gd,Attchd,1949,Unf,2,470,TA,TA,0,0,150,0,0,NA,0,1,2010,Normal,172500
130,534450180,20,50,7207,IR1,Lvl,Inside,BrkSide,1Fam,1Story,5,7,1958,2008,Gable,Wd Sdng,TA,Gd,CBlock,TA,TA,Gd,BLQ,696,162,858,Y,SBrkr,858,0,858,1,0,1,0,2,TA,4,0,NA,NA,,NA,0,0,NA,NA,117,0,0,0,0,NA,0,2,2010,Normal,116500
131,534451150,30,55,5350,IR1,Lvl,Inside,BrkSide,1Fam,1Story,3,2,1940,1966,Gable,Wd Sdng,TA,Po,CBlock,TA,TA,No,Unf,0,728,728,Y,SBrkr,1306,0,1306,0,0,1,0,3,Fa,6,0,NA,NA,,NA,0,0,NA,NA,263,0,0,0,0,GdWo,450,5,2010,Normal,76500
132,534475100,20,80,9920,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1954,1954,Gable,HdBoard,TA,TA,CBlock,TA,TA,No,Rec,354,412,1056,Y,SBrkr,1063,0,1063,1,0,1,0,3,TA,6,0,NA,Attchd,1954,RFn,1,280,TA,TA,0,0,164,0,0,MnPrv,0,2,2010,Normal,128000
133,534476260,80,80,9600,Reg,Lvl,Inside,NAmes,1Fam,SLvl,6,6,1955,1972,Gable,AsbShng,TA,TA,CBlock,TA,TA,Av,BLQ,674,350,1156,Y,SBrkr,1520,0,1520,1,0,1,0,3,TA,7,2,Gd,Basment,1955,RFn,1,364,TA,TA,0,0,189,0,0,NA,0,3,2010,Normal,153000
134,534479320,20,78,7800,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,6,1954,1954,Gable,HdBoard,TA,TA,PConc,TA,TA,No,LwQ,540,728,1268,Y,SBrkr,1268,0,1268,0,0,1,0,2,TA,7,1,Gd,Attchd,1954,Fin,1,244,TA,TA,0,98,0,0,0,NA,0,3,2010,Normal,132000
135,535101020,85,75,11380,IR1,Lvl,Inside,NAmes,1Fam,SFoyer,6,8,1966,2008,Gable,HdBoard,TA,TA,CBlock,TA,TA,Gd,GLQ,944,136,1080,Y,SBrkr,1128,0,1128,1,0,1,0,2,Gd,5,1,Gd,Attchd,1966,Unf,1,315,TA,TA,238,0,0,0,0,NA,1500,1,2010,Normal,178000
136,535106190,90,80,11600,Reg,Lvl,Corner,NAmes,Duplex,2Story,5,5,1960,1960,Gable,MetalSd,TA,TA,CBlock,TA,TA,No,Rec,443,662,1105,Y,FuseA,1105,1169,2274,0,0,2,0,5,TA,12,0,NA,Detchd,1960,Unf,2,480,TA,TA,0,0,0,0,0,NA,0,1,2010,Normal,154300
137,535125010,20,,19900,Reg,Lvl,Inside,NAmes,1Fam,1Story,7,5,1970,1989,Gable,Plywood,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,1035,1947,Y,SBrkr,2207,0,2207,1,0,2,0,3,TA,7,1,Gd,Attchd,1970,RFn,2,576,TA,TA,301,0,0,0,0,NA,0,7,2010,Normal,180000
138,535126040,20,137,16492,IR1,Lvl,Corner,NAmes,1Fam,1Story,6,6,1966,2002,Gable,BrkFace,Gd,TA,CBlock,TA,TA,No,ALQ,247,557,1517,Y,SBrkr,1888,0,1888,0,0,2,1,2,Gd,6,1,Gd,Attchd,1966,Fin,2,578,TA,TA,0,0,0,0,0,NA,0,6,2010,Normal,190000
139,535152010,90,70,8267,Reg,Lvl,Corner,NAmes,Duplex,1Story,5,5,1958,1958,Gable,HdBoard,TA,TA,CBlock,TA,TA,No,Unf,0,1604,1604,Y,SBrkr,1604,0,1604,0,0,2,0,4,TA,8,0,NA,Attchd,1958,Unf,2,576,TA,TA,42,0,0,0,0,NA,0,3,2010,Normal,135000
140,535152050,20,70,8197,Reg,Lvl,Inside,NAmes,1Fam,1Story,7,5,2003,2009,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,1188,292,1480,Y,SBrkr,1480,0,1480,1,0,2,0,3,Gd,7,0,NA,Attchd,2003,RFn,2,620,TA,TA,252,73,0,0,0,MnPrv,300,2,2010,Normal,214000
141,535152130,20,,8050,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,1959,1959,Hip,MetalSd,TA,TA,CBlock,TA,TA,No,BLQ,856,125,1143,Y,SBrkr,1143,0,1143,1,0,1,0,3,TA,6,0,NA,Attchd,1959,RFn,1,308,TA,TA,0,0,0,0,0,GdPrv,0,5,2010,Normal,136000
142,535152150,20,70,10552,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,1959,1959,Hip,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,1018,380,1398,Y,SBrkr,1700,0,1700,0,1,1,1,4,Gd,6,1,Gd,Attchd,1959,RFn,2,447,TA,TA,0,38,0,0,0,NA,0,4,2010,Normal,165500
143,535152250,20,70,8400,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,6,1957,1957,Gable,MetalSd,TA,Gd,CBlock,TA,TA,No,Rec,922,392,1314,Y,SBrkr,1314,0,1314,1,0,1,0,3,TA,5,0,NA,Attchd,1957,RFn,1,294,TA,TA,250,0,0,0,0,NA,0,6,2010,Normal,145000
144,535153070,20,73,8760,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,6,1959,1959,Hip,MetalSd,TA,TA,CBlock,TA,TA,No,Unf,0,1194,1194,Y,SBrkr,1194,0,1194,1,0,1,0,3,TA,6,0,NA,Attchd,1959,RFn,1,312,TA,TA,0,0,120,0,0,NA,0,4,2010,Normal,148000
145,535154050,20,,12160,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,1959,1959,Hip,Plywood,TA,TA,CBlock,TA,TA,No,Rec,1000,188,1188,Y,SBrkr,1188,0,1188,1,0,1,0,3,TA,6,0,NA,Attchd,1959,RFn,2,531,TA,TA,0,0,0,0,0,MnPrv,0,5,2010,Abnorml,142000
146,535175070,20,73,9300,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1960,1960,Gable,MetalSd,TA,TA,CBlock,TA,TA,No,Rec,697,571,1268,Y,SBrkr,1264,0,1264,1,0,1,0,3,TA,6,2,Gd,Attchd,1960,Unf,2,461,TA,TA,0,0,0,0,143,NA,0,4,2010,Normal,167500
